Date,Close,High,Low,Open,Volume,Daily Return %,MA20,MA50
,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,,,
2021-03-15,29.70062255859375,29.80548710743424,28.839529495916647,29.119838075294684,155429990,2.2848844965653425,29.029795169830322,27.94011989593506
2021-03-16,29.2025146484375,29.849847496056395,29.006903327850857,29.849847496056395,125699980,-1.6770958560669125,29.13445701599121,28.00541763305664
2021-03-17,28.409992218017578,29.28116581758443,28.258746523632222,29.238818746333386,105409590,-2.713884197853922,29.14494342803955,28.014613380432127
2021-03-18,28.42814064025879,29.156136697390284,28.16396532273294,28.88792729980484,143206510,0.06388041961413737,29.161177253723146,28.034214897155763
2021-03-19,29.56348991394043,29.7147355927421,27.47629831563689,28.343440822853378,246378140,3.9937514311921163,29.23226261138916,28.07390182495117
2021-03-22,29.98697853088379,30.073694327566407,29.24083373378677,29.4868603051633,137603700,1.432471667506574,29.37907180786133,28.090599403381347
2021-03-23,29.89219856262207,30.226956442354197,29.575592505047673,30.087809909387133,118738960,-0.316070417578429,29.493211936950683,28.113185386657715
2021-03-24,28.345457077026367,29.563490699171147,28.190177314410622,29.482824488740302,210302830,-5.174398538653446,29.43977165222168,28.11895282745361
2021-03-25,29.166217803955078,29.47072466409684,27.762656545016313,28.639882716490693,367224000,2.8955635631429777,29.430596160888673,28.141740531921386
2021-03-26,30.928733825683594,31.253408024823415,29.248898019447232,29.45862709610103,429122470,6.043005073799823,29.478893756866455,28.188283843994142
2021-03-30,32.265743255615234,32.66906504631042,31.37440246743099,31.459099674224852,284794680,4.322871532559702,29.65000295639038,28.263825950622557
2021-03-31,32.74367904663086,33.21354930855366,31.86645598597418,32.02375124035679,280445850,1.4812483544213606,29.81425552368164,28.34928981781006
2021-04-01,34.80868911743164,35.04463200826516,33.03205702741338,33.112720158995344,368420980,6.306591473303791,30.07147388458252,28.507674293518065
2021-04-05,34.99824905395508,35.405604924738654,33.76408228020205,34.76633717770702,305759860,0.5445764874509651,30.254178619384767,28.658234252929688
